name,lat,lon,total,dates,charges,countries,gang
"Manti, UT",39.2682951,-111.636862,27,02/27/25 - 05/13/26,"Assault, Damage Property, Dangerous Drugs, Forgery, General Crimes, Liquor, Obstructing the Police, Traffic Offenses, Weapon Offenses","COLOMBIA, GUATEMALA, MEXICO, PERU",
"Chesterfield, SC",34.6500578,-80.1417843,27,02/11/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Liquor, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",
"Hot Springs National, AR",34.5055633,-93.0534611,27,06/09/25 - 05/18/26,"Assault, Burglary, General Crimes, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, VENEZUELA",
"Muscatine, IA",41.4776121,-91.1210053,26,02/27/25 - 05/13/26,"Assault, Dangerous Drugs, Fraudulent Activities, Larceny, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"Goodland, KS",39.350833,-101.710172,26,03/07/25 - 04/14/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Invasion of Privacy, Larceny, Stolen Property, Stolen Vehicle, Traffic Offenses","COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, ROMANIA, VENEZUELA",✅
"Tehachapi, CA",35.1321878,-118.4489739,26,02/19/25 - 05/13/26,"Assault, Burglary, Dangerous Drugs, Homicide, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault","EL SALVADOR, GUATEMALA, MEXICO, VIETNAM",
"St.Paul, MN",44.9468374,-93.1665311,26,05/30/25 - 02/11/26,"Assault, Immigration, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","COLOMBIA, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, LAOS, MEXICO, NICARAGUA, PERU, SOMALIA, STATELESS, VENEZUELA, VIETNAM",
"Geneva, AL",31.0862933,-85.803014,26,02/20/25 - 05/20/26,"Assault, Forgery, General Crimes, Immigration, Invasion of Privacy, Larceny, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, MEXICO",
"Dunlap, TN",35.3714575,-85.3905209,26,02/28/25 - 04/18/26,"Assault, Dangerous Drugs, Fraudulent Activities, General Crimes, Larceny, Traffic Offenses","ECUADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, SENEGAL, SOUTH AFRICA, VENEZUELA",
"Hanover, VA",37.744783,-77.4464165,25,02/21/25 - 05/15/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Fraudulent Activities, Homicide, Invasion of Privacy, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, PAKISTAN, PERU, ROMANIA, RUSSIA, VENEZUELA",
"Hart, MI",43.698341,-86.363965,25,02/25/25 - 04/23/26,"Assault, General Crimes, Obstructing the Police, Traffic Offenses, Weapon Offenses","GUATEMALA, MEXICO, NICARAGUA",
"Pender, NE",42.114025,-96.7072294,25,02/13/25 - 05/11/26,"Assault, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","EL SALVADOR, GUATEMALA, MEXICO, VENEZUELA",
"Yazoo, MS",32.770896,-90.4120889,25,02/20/25 - 05/14/26,"Assault, Dangerous Drugs, Immigration, Larceny, Robbery, Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","ECUADOR, HONDURAS, MEXICO",✅
"Jackson, MI",42.2416466,-84.425589,25,02/11/25 - 03/03/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Robbery, Sexual Assault, Weapon Offenses","BANGLADESH, CAMBODIA, COLOMBIA, CUBA, DEM REP OF THE CONGO, ECUADOR, GUATEMALA, INDIA, IRAQ, LAOS, MEXICO, SUDAN",
"Dixon, KY",37.5178218,-87.6902886,25,02/07/25 - 03/13/26,"Assault, Dangerous Drugs, Flight / Escape, Forgery, General Crimes, Homicide, Kidnapping, Obstructing the Police, Public Peace, Threat, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO",
"Hookerton, NC",35.4245947,-77.5892958,24,01/31/25 - 04/06/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Homicide, Obscenity, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO",
"Waycross, GA",31.2135511,-82.3540178,24,02/28/25 - 05/09/26,"Assault, Dangerous Drugs, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Attica, NY",42.8642267,-78.2802946,24,02/26/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, Homicide, Sexual Assault, Traffic Offenses, Weapon Offenses","DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GREECE, GUATEMALA, HONDURAS, JAMAICA, MEXICO, TRINIDAD AND TOBAGO, UNITED STATES, VENEZUELA",✅
"Syracuse, KS",37.9805686,-101.752671,24,02/13/25 - 04/10/26,"Assault, Dangerous Drugs, Forgery, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses, Weapon Offenses","AUSTRALIA, COLOMBIA, GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Jacksboro, TN",36.3300793,-84.1838156,24,02/06/25 - 04/12/26,"Assault, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Larceny, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA, SERBIA AND MONTENEGRO, VENEZUELA",
"Tipton, IN",40.2899154,-86.058442,24,03/13/25 - 04/23/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, VENEZUELA",
"Lynchburg, TN",35.2831727,-86.3739827,24,02/11/25 - 04/13/26,"Assault, Conservation, Family Offenses, Fraudulent Activities, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","CUBA, GUATEMALA, HAITI, HONDURAS, INDIA, MEXICO, NICARAGUA, VENEZUELA",
"Coldwater, MI",41.941091,-85.0030617,24,02/03/25 - 05/07/26,"Assault, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","CUBA, GUATEMALA, HAITI, MEXICO, NICARAGUA, VENEZUELA",
"Holton, KS",39.4652865,-95.7366657,23,03/15/25 - 05/15/26,"Assault, Dangerous Drugs, Family Offenses, General Crimes, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"White Cloud, MI",43.550297,-85.771997,23,04/14/25 - 05/10/26,"Assault, Burglary, Fraudulent Activities, General Crimes, Immigration, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Traffic Offenses","GUATEMALA, INDIA, MEXICO, NICARAGUA",
"Long Prairie, MN",45.9741126,-94.8652642,23,02/22/25 - 05/05/26,"Arson, Assault, Dangerous Drugs, Fraudulent Activities, Obstructing the Police, Traffic Offenses","COLOMBIA, DOMINICAN REPUBLIC, HAITI, HONDURAS, MEXICO, NICARAGUA, PERU, VENEZUELA",
"Elkton, OH",40.7620052,-80.6986861,22,11/03/25 - 03/02/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Kidnapping, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Weapon Offenses","CANADA, DOMINICAN REPUBLIC, ECUADOR, GUATEMALA, HONDURAS, MEXICO",
"Purvis, MS",31.1443351,-89.406955,22,01/24/25 - 04/07/26,"Assault, Family Offenses, Forgery, General Crimes, Immigration, Larceny, Obstructing the Police, Public Peace, Robbery, Traffic Offenses, Weapon Offenses","GUATEMALA, HONDURAS, MEXICO",
"Decatur, IN",39.2862128,-85.4943058,22,08/17/25 - 05/17/26,"Assault, Burglary, Dangerous Drugs, Immigration, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"Edingburg, TX",26.3013982,-98.1624501,22,01/25/26 - 05/13/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Obstructing the Police, Traffic Offenses, Weapon Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA",✅
"Madisonville, KY",37.3280037,-87.4986989,22,01/28/25 - 05/20/26,"Assault, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Larceny, Traffic Offenses","CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Greenville, AL",31.8295972,-86.6177517,22,05/31/25 - 04/23/26,"Assault, General Crimes, Immigration, Stolen Property, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"San  Diego, CA",32.7174202,-117.162772,22,09/08/25 - 11/01/25,"General Crimes, Immigration, Traffic Offenses","GUATEMALA, HAITI, MEXICO, RUSSIA, UNITED STATES",
"St. Agustine, FL",28.0922817,-81.5172988,22,08/18/25 - 11/23/25,"Dangerous Drugs, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","BRAZIL, COSTA RICA, GUATEMALA, HONDURAS, MEXICO",
"Carthage, TN",36.2522766,-85.951654,22,03/22/25 - 04/28/26,"Assault, Dangerous Drugs, Forgery, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Crystal City, TX",28.6834097,-99.8274585,21,01/28/25 - 04/10/26,"Assault, Burglary, Flight / Escape, Immigration, Public Peace, Smuggling","CUBA, EL SALVADOR, HONDURAS, MEXICO, SOUTH KOREA, UNITED STATES, VENEZUELA",✅
"Cottonwood Falls, KS",38.3722364,-96.5427845,21,04/09/25 - 05/20/26,"Assault, Burglary, Conservation, Damage Property, Dangerous Drugs, Extortion, Family Offenses, Fraudulent Activities, Homicide, Immigration, Sexual Assault, Traffic Offenses","BURMA, COLOMBIA, EL SALVADOR, HONDURAS, MEXICO, NICARAGUA, VENEZUELA",
"Angelton, TX",29.16941,-95.4318847,21,02/10/25 - 04/05/26,"Assault, Dangerous Drugs, Forgery, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Traffic Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, ROMANIA",
"Columbus, NC",34.2814497,-78.666593,21,03/18/25 - 05/20/26,"Assault, Dangerous Drugs, Family Offenses, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","EL SALVADOR, HONDURAS, MEXICO, NICARAGUA",
"Lukeville, AZ",31.8819732,-112.8154994,21,10/15/25 - 05/17/26,"Dangerous Drugs, Traffic Offenses, Weapon Offenses","COLOMBIA, MEXICO, UNITED STATES",
"Eldora, IA",42.3606883,-93.099609,21,03/19/25 - 01/27/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Larceny, Traffic Offenses","CUBA, GUATEMALA, HONDURAS, MEXICO, SOMALIA, VENEZUELA",
"McKees Rocks, PA",40.4656244,-80.0656106,20,02/18/25 - 03/19/26,"Dangerous Drugs, Extortion, Fraudulent Activities, Immigration, Public Peace, Traffic Offenses","AZERBAIJAN, CHINA, PEOPLES REPUBLIC OF, EGYPT, GUATEMALA, HONDURAS, JORDAN, MEXICO, UZBEKISTAN",
"Crosswicks, NJ",40.1449735,-74.6410928,20,04/08/25 - 05/15/26,"Assault, Burglary, Dangerous Drugs, General Crimes, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Weapon Offenses","BRAZIL, COSTA RICA, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, JAMAICA, MEXICO, TURKIYE, UNITED KINGDOM",
"Jourdanton, TX",28.9180294,-98.5464069,20,01/29/25 - 05/17/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Larceny, Liquor, Obstructing the Police, Threat, Traffic Offenses","COLOMBIA, CUBA, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"Dimmit, TX",28.3821949,-99.7178226,20,03/05/25 - 05/18/26,"Assault, Dangerous Drugs, Fraudulent Activities, General Crimes, Invasion of Privacy, Public Peace, Traffic Offenses","GUATEMALA, MEXICO",
"Laurens, SC",34.4646451,-81.9944042,20,01/31/25 - 05/07/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Immigration, Kidnapping, Public Peace, Robbery, Traffic Offenses","COLOMBIA, GUATEMALA, HONDURAS, MEXICO",✅
"Greenville, KY",37.2011539,-87.1788854,20,02/04/25 - 04/14/26,"Assault, Dangerous Drugs, General Crimes, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Moab, UT",38.5738096,-109.546214,20,05/22/25 - 05/05/26,"Assault, Dangerous Drugs, Family Offenses, Forgery, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","COLOMBIA, GUATEMALA, HONDURAS, INDIA, JORDAN, MEXICO, TURKIYE, VENEZUELA",
"Darlington, SC",34.3609331,-79.9438572,20,03/06/25 - 04/30/26,"Assault, Flight / Escape, Homicide, Liquor, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO",
"Richfield, UT",38.7724674,-112.084094,20,03/13/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, Liquor, Obstructing the Police, Traffic Offenses, Weapon Offenses","GUATEMALA, HONDURAS, MEXICO, PERU, VENEZUELA",
"Princeton, IN",38.355439,-87.5678034,20,03/20/25 - 05/14/26,"Assault, Dangerous Drugs, Family Offenses, General Crimes, Invasion of Privacy, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"Lagrange, KY",38.4124695,-85.3842213,19,02/28/25 - 05/04/26,"Assault, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, VENEZUELA",
"Millard, MS",30.7224109,-89.5983983,19,03/20/25 - 11/23/25,"Assault, Burglary, Dangerous Drugs, Family Offenses, General Crimes, Immigration, Obstructing the Police, Traffic Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, VIETNAM",
"Napanoch, NY",41.752817,-74.3703475,19,02/19/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, Homicide, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, HONDURAS, MAURITANIA, MEXICO, PHILIPPINES, UKRAINE",
"Oberlin, LA",30.6201984,-92.7626462,19,02/18/25 - 05/13/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Immigration, Sexual Assault, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, ECUADOR, EL SALVADOR, HONDURAS, INDIA, MEXICO, NIGERIA, SPAIN",
"Ellsworth, KS",38.6942009,-98.2149289,18,02/11/25 - 04/29/26,"Assault, Dangerous Drugs, Family Offenses, General Crimes, Kidnapping, Obstructing the Police, Sexual Assault, Traffic Offenses","CUBA, GUATEMALA, HAITI, HONDURAS, MEXICO, VENEZUELA",✅
"El Dorado, AR",33.2115087,-92.6650144,18,01/24/25 - 05/15/26,"Assault, Dangerous Drugs, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Sexual Assault, Traffic Offenses","CUBA, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",
"Wheatland, WY",42.054424,-104.952726,18,02/20/25 - 05/04/26,"Assault, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","MEXICO, PANAMA, TURKIYE, VENEZUELA",
"Perryton, TX",36.3910229,-100.8059035,18,03/27/25 - 05/11/26,"Assault, Forgery, General Crimes, Traffic Offenses","GUATEMALA, MEXICO",
"St. Clairsville, OH",40.0806266,-80.9000916,18,02/26/25 - 04/22/26,"Assault, Burglary, Dangerous Drugs, Homicide, Invasion of Privacy, Kidnapping, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","ARGENTINA, CHILE, DEM REP OF THE CONGO, GUATEMALA, INDIA, JORDAN, MEXICO",
"Mullins, SC",34.2060587,-79.2559892,18,03/11/25 - 04/01/26,"Assault, Family Offenses, Invasion of Privacy, Liquor, Traffic Offenses","GUATEMALA, HONDURAS, MEXICO",
"Saint Louis, MI",43.4083637,-84.6066704,18,02/04/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Homicide, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Weapon Offenses","COLOMBIA, CUBA, DOMINICAN REPUBLIC, GUATEMALA, HONDURAS, MEXICO",
"Braithwaite, LA",29.8663171,-89.9436791,17,06/16/25 - 05/05/26,"Assault, Burglary, Fraudulent Activities, General Crimes, Immigration, Obstructing the Police, Public Peace, Stolen Property","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, VENEZUELA",✅
"St. Anthony, ID",43.966301,-111.682185,17,02/07/25 - 04/08/26,"Assault, Dangerous Drugs, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","EL SALVADOR, HONDURAS, MEXICO",
"Ione, CA",38.3526913,-120.932717,17,06/26/25 - 05/06/26,"Assault, Dangerous Drugs, Homicide, Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault","ALBANIA, CUBA, EL SALVADOR, FIJI, MEXICO",✅
"Columbia City, IN",41.156928,-85.4884616,17,01/27/25 - 04/13/26,"Assault, Burglary, Dangerous Drugs, General Crimes, Immigration, Obstructing the Police, Traffic Offenses","BURMA, EL SALVADOR, GUATEMALA, MEXICO, NICARAGUA, UZBEKISTAN, VENEZUELA",
"Atlant, GA",33.7544657,-84.3898151,17,08/06/25 - 05/05/26,"Assault, Dangerous Drugs, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA, VENEZUELA",
"Lino Lakes, MN",45.1602442,-93.0888324,17,01/27/25 - 04/20/26,"Assault, Dangerous Drugs, Homicide, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Weapon Offenses","GUATEMALA, LAOS, LIBERIA, MEXICO, PHILIPPINES, SOMALIA",✅
"N Chesterfield, VA",37.5056125,-77.6087021,17,02/12/25 - 11/24/25,,"COLOMBIA, EGYPT, EL SALVADOR, HONDURAS, MEXICO, PERU, VENEZUELA",
"Salters, SC",33.5984983,-79.8514612,16,03/19/25 - 05/14/26,"Assault, Burglary, Dangerous Drugs, General Crimes, Weapon Offenses","COSTA RICA, CUBA, DOMINICAN REPUBLIC, GUATEMALA, HONDURAS, JORDAN, MEXICO",
"Pikeville, KY",37.4792672,-82.5187629,16,03/05/25 - 05/17/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, General Crimes, Obstructing the Police, Robbery, Sexual Assault","CHILE, COLOMBIA, DOMINICAN REPUBLIC, MEXICO, ROMANIA",
"Clorado Springs, CO",38.8339578,-104.825348,16,09/02/25 - 11/17/25,"Assault, Flight / Escape, Forgery, General Crimes, Invasion of Privacy, Kidnapping, Sexual Assault, Traffic Offenses","CUBA, GUATEMALA, KENYA, MEXICO, PERU, VENEZUELA",✅
"Sparta, WI",43.9732476,-90.8516564,16,07/09/25 - 04/18/26,"Assault, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Immigration, Obstructing the Police, Sexual Assault, Traffic Offenses","CAMEROON, EL SALVADOR, GUATEMALA, MEXICO, NICARAGUA, TAIWAN",
"Eufaula, AL",31.8912717,-85.1454876,16,04/15/25 - 05/08/26,"Assault, Flight / Escape, General Crimes, Immigration, Liquor, Obstructing the Police, Sexual Assault, Traffic Offenses","GUATEMALA, MEXICO, UNITED KINGDOM",
"Elizabethtown, NC",34.6293372,-78.6052899,16,09/23/25 - 04/29/26,"Assault, Fraudulent Activities, Liquor, Obstructing the Police, Traffic Offenses, Weapon Offenses","GUATEMALA, HAITI, HONDURAS, MEXICO",
"Pine Valley, CA",32.8418408,-116.5150869,16,08/31/25 - 02/23/26,"Assault, Immigration, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, HAITI, HONDURAS, MEXICO, TURKIYE, VENEZUELA",
"Mansfield, LA",32.0218301,-93.7143492,16,07/17/25 - 04/21/26,"Assault, Dangerous Drugs, Flight / Escape, Immigration, Larceny, Traffic Offenses, Weapon Offenses","CUBA, HONDURAS, MEXICO, NEPAL",
"Carrizo Springs, TX",28.5249088,-99.8616529,16,01/22/25 - 02/22/26,"Family Offenses, Flight / Escape, Fraudulent Activities, Immigration, Larceny, Traffic Offenses, Weapon Offenses","CUBA, DEM REP OF THE CONGO, GUATEMALA, HONDURAS, MEXICO, NICARAGUA",✅
"Winchester, IN",40.1719892,-84.9813549,16,02/10/25 - 05/15/26,"Assault, Dangerous Drugs, Forgery, General Crimes, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","GUATEMALA, MEXICO, NICARAGUA",
"Vanceboro, NC",35.2995434,-77.1522321,16,01/27/25 - 05/13/26,"Assault, Dangerous Drugs, Fraudulent Activities, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Weapon Offenses","EL SALVADOR, GAMBIA, GUATEMALA, HONDURAS, MEXICO",
"Campo, CA",32.6526051,-116.4716494,16,09/15/25 - 03/22/26,Dangerous Drugs,"COLOMBIA, DOMINICAN REPUBLIC, GUATEMALA, MEXICO, PORTUGAL, TURKIYE",
"Wrightsville, AR",34.6023156,-92.216815,16,01/31/25 - 04/02/26,"Assault, Dangerous Drugs, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Weapon Offenses","EL SALVADOR, GUATEMALA, LAOS, MARSHALL ISLANDS, MEXICO, VIETNAM",
"Harrisonville, MO",38.655124,-94.3471072,15,01/24/25 - 05/14/26,"Assault, Forgery, Immigration, Obstructing the Police, Traffic Offenses, Weapon Offenses","DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, VENEZUELA, VIETNAM",
