name,total,dates,charges,countries,gang,all_american
"Glendale, CA",112,01/26/25 - 05/19/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Kidnapping, Larceny, Public Peace, Robbery, Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","ARMENIA, BELGIUM, COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, IRAN, ISRAEL, MEXICO, NICARAGUA, PERU, ROMANIA, RUSSIA, UNITED STATES, VIETNAM",✅,0
"Charleston, SC",111,02/03/25 - 05/07/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing the Police, Public Peace, Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BOLIVIA, BRAZIL, CANADA, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, EL SALVADOR, GHANA, GUATEMALA, HONDURAS, INDIA, JAMAICA, MEXICO, NICARAGUA, PANAMA, PORTUGAL, RUSSIA, UNITED KINGDOM, UNITED STATES, VENEZUELA",,0
"Summerville, SC",110,01/23/25 - 05/15/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","BRAZIL, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, JAMAICA, MEXICO, NICARAGUA, PERU, PHILIPPINES, RUSSIA, UNITED STATES, VENEZUELA",✅,0
"San Luis, AZ",110,01/26/25 - 05/19/26,"Arson, Assault, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BELIZE, COLOMBIA, CUBA, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, ROMANIA, SUDAN, TURKIYE, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"East Elmhurst, NY",109,02/03/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Robbery, Sexual Assault, Traffic Offenses, Weapon Offenses","BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GUATEMALA, GUINEA, HONDURAS, INDIA, JAMAICA, MEXICO, NICARAGUA, ROMANIA, RUSSIA, ST. VINCENT-GRENADINES, TAIWAN, TOGO, TRINIDAD AND TOBAGO, UNITED STATES, VENEZUELA",✅,0
"Fort Wayne, IN",109,01/23/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Fraudulent Activities, Homicide, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BURMA, COLOMBIA, CUBA, ECUADOR, EGYPT, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, INDONESIA, MEXICO, NICARAGUA, NIGERIA, RUSSIA, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Wasco, CA",109,02/11/25 - 05/20/26,"Arson, Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Homicide, Immigration, Kidnapping, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","CAMBODIA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, EL SALVADOR, FIJI, GUATEMALA, HONDURAS, INDIA, IRAN, JORDAN, LAOS, MEXICO, PHILIPPINES, ROMANIA, UNITED STATES, VIETNAM",✅,0
"Pharr, TX",107,01/24/25 - 05/18/26,"Assault, Dangerous Drugs, Fraudulent Activities, General Crimes, Immigration, Kidnapping, Larceny, Liquor, Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, GUATEMALA, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",✅,0
"Ft Snelling, MN",107,02/05/25 - 02/24/26,"Assault, Dangerous Drugs, Forgery, Immigration, Invasion of Privacy, Robbery, Traffic Offenses","BELARUS, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GUINEA, HAITI, HONDURAS, LIBERIA, MEXICO, NICARAGUA, SOMALIA, TAJIKISTAN, UNITED STATES, VENEZUELA, VIETNAM",,0
"Central Islip, NY",103,02/12/25 - 05/20/26,"Assault, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, Gambling, Homicide, Immigration, Kidnapping, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, JAMAICA, MEXICO, NICARAGUA, PERU, TURKIYE, UNITED STATES, VENEZUELA",✅,0
"Carthage, MO",103,01/22/25 - 05/18/26,"Assault, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Threat, Traffic Offenses, Weapon Offenses","EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES, VENEZUELA",✅,0
"East Meadow, NY",102,01/22/25 - 05/20/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Robbery, Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, INDIA, JAMAICA, MALAYSIA, MEXICO, PANAMA, PERU, SENEGAL, UNITED STATES, VENEZUELA",✅,0
"Chino, CA",102,02/04/25 - 05/14/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, Homicide, Immigration, Kidnapping, Larceny, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Threat, Traffic Offenses, Weapon Offenses","AFGHANISTAN, COLOMBIA, CUBA, EL SALVADOR, ERITREA, GRENADA, GUATEMALA, HONDURAS, IRAN, MEXICO, NICARAGUA, PHILIPPINES, ROMANIA, SAMOA, TUNISIA, UNITED STATES, USSR, VIETNAM",,0
"Eugene, OR",101,01/27/25 - 05/17/26,"Assault, Burglary, Dangerous Drugs, Forgery, General Crimes, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, GUATEMALA, HONDURAS, INDIA, IRAN, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",✅,0
"Clayton, MO",100,02/08/25 - 05/18/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses, Weapon Offenses","BOSNIA-HERZEGOVINA, CAMEROON, CHILE, COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, LITHUANIA, MEXICO, MONGOLIA, NICARAGUA, NIGERIA, PERU, UNITED STATES, VENEZUELA",✅,0
"Frankfort, IN",99,02/04/25 - 05/03/26,"Assault, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","CHINA, PEOPLES REPUBLIC OF, CUBA, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, INDIA, IRELAND, MAURITANIA, MEXICO, NICARAGUA, ROMANIA, RUSSIA, UNITED STATES, VENEZUELA",✅,0
"Taylor, TX",99,01/28/25 - 05/15/26,"Assault, Damage Property, Dangerous Drugs, General Crimes, Immigration, Invasion of Privacy, Larceny, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Sexual Assault, Threat, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, EL SALVADOR, GUATEMALA, HONDURAS, ITALY, MEXICO, NEPAL, NICARAGUA, UNITED STATES, UZBEKISTAN, VENEZUELA",✅,0
"Waukegan, IL",98,01/26/25 - 05/13/26,"Assault, Dangerous Drugs, Family Offenses, Forgery, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, NICARAGUA, NIGERIA, UNITED STATES, VENEZUELA",✅,0
"El Monte, CA",98,01/26/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, GUATEMALA, HONDURAS, MALAYSIA, MEXICO, UNITED STATES, VIETNAM",✅,0
"Arnold, MO",98,01/26/25 - 05/19/26,"Assault, Damage Property, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","COLOMBIA, GUATEMALA, HONDURAS, INDIA, MEXICO, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Alamo, TX",97,01/26/25 - 05/17/26,"Assault, Commercialized Sexual Offenses, Dangerous Drugs, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Liquor, Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","CUBA, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, UNITED STATES",✅,0
"Towson, MD",96,01/25/25 - 05/12/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Kidnapping, Larceny, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","BANGLADESH, BOLIVIA, BRAZIL, CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, IVORY COAST, JAMAICA, JORDAN, KENYA, MEXICO, NIGERIA, PHILIPPINES, ROMANIA, SIERRA LEONE, SPAIN, UNITED STATES, VENEZUELA",✅,0
"Jersey City, NJ",96,01/26/25 - 05/05/26,"Assault, Burglary, Damage Property, Family Offenses, General Crimes, Homicide, Immigration, Invasion of Privacy, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Threat, Traffic Offenses, Weapon Offenses","ALGERIA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EGYPT, EL SALVADOR, GUATEMALA, GUINEA, GUYANA, HONDURAS, INDIA, MEXICO, NICARAGUA, PERU, UNITED KINGDOM, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Malta, NY",95,01/26/25 - 05/07/26,"Assault, Burglary, Family Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Invasion of Privacy, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","AFGHANISTAN, BRAZIL, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CONGO, CUBA, DOMINICAN REPUBLIC, ECUADOR, GHANA, GUATEMALA, GUINEA, INDIA, JAMAICA, MAURITANIA, MEXICO, NICARAGUA, PAKISTAN, PERU, SUDAN, TURKIYE, UNITED STATES, VENEZUELA",✅,0
"Gresham, OR",92,02/13/25 - 05/19/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Immigration, Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","AFGHANISTAN, EL SALVADOR, GUATEMALA, GUINEA-BISSAU, HONDURAS, LAOS, MEXICO, NIGERIA, PERU, SAMOA, UNITED STATES, VENEZUELA",,0
"Carolina, PR",90,01/27/25 - 05/15/26,"Assault, Dangerous Drugs, Fraudulent Activities, Homicide, Immigration, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses, Weapon Offenses","BRAZIL, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, EL SALVADOR, HAITI, MEXICO, SPAIN, UNITED STATES, VENEZUELA",,0
"New Brunswick, NJ",89,01/21/25 - 05/06/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Public Peace, Sexual Assault, Stolen Property, Threat, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PERU, UNITED STATES",,0
"Biloxi, MS",88,02/12/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Forgery, General Crimes, Homicide, Immigration, Invasion of Privacy, Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses","COLOMBIA, CUBA, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PHILIPPINES, UNITED STATES, VENEZUELA",✅,0
"Chula Vista, CA",88,01/24/25 - 05/07/26,"Assault, Burglary, Dangerous Drugs, Extortion, Family Offenses, Forgery, Fraudulent Activities, Immigration, Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Vehicle, Traffic Offenses, Weapon Offenses","BANGLADESH, BRAZIL, CAMEROON, COLOMBIA, CUBA, GUATEMALA, HAITI, HONDURAS, LAOS, MEXICO, PHILIPPINES, SERBIA, SOUTH KOREA, TURKIYE, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Fargo, ND",88,01/28/25 - 05/15/26,"Assault, Bribery, Burglary, Dangerous Drugs, Flight / Escape, Forgery, Fraudulent Activities, Immigration, Invasion of Privacy, Larceny, Obstructing the Police, Robbery, Sexual Assault, Stolen Property, Threat, Traffic Offenses, Weapon Offenses","BHUTAN, BOSNIA-HERZEGOVINA, CENTRAL AFRICAN REPUBLIC, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EGYPT, GHANA, GUATEMALA, HONDURAS, JAMAICA, KENYA, KOSOVO, LIBERIA, MEXICO, NICARAGUA, SUDAN, UNITED STATES, VENEZUELA",,0
"Somerville, NJ",88,01/23/25 - 05/20/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Family Offenses, Forgery, General Crimes, Homicide, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Vehicle, Threat, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, IRELAND, JAMAICA, KOSOVO, MEXICO, NICARAGUA, PERU, ROMANIA, RUSSIA, SPAIN, UNITED STATES",,0
"Pomona, CA",84,01/27/25 - 05/20/26,"Assault, Burglary, Dangerous Drugs, Family Offenses, Fraudulent Activities, Immigration, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Stolen Property, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PERU, UNITED STATES",✅,0
"Williamsport, PA",83,02/04/25 - 04/30/26,"Assault, Burglary, Dangerous Drugs, Flight / Escape, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Traffic Offenses","ARMENIA, BOLIVIA, CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, ECUADOR, GUATEMALA, HONDURAS, INDIA, JAMAICA, MAURITIUS, MEXICO, NICARAGUA, PERU, UNITED STATES, VENEZUELA",✅,0
"Revere, MA",82,01/26/25 - 05/19/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, General Crimes, Immigration, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BANGLADESH, BRAZIL, CHILE, COLOMBIA, COSTA RICA, CUBA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, IRAQ, MOROCCO, UNITED KINGDOM, UNITED STATES",✅,0
"New Century, KS",82,01/22/25 - 05/16/26,"Assault, Commercialized Sexual Offenses, Damage Property, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Sexual Assault, Stolen Property, Stolen Vehicle, Traffic Offenses, Weapon Offenses","BRAZIL, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, MEXICO, MOLDOVA, NICARAGUA, UNITED STATES, VENEZUELA",,0
"Woburn, MA",82,02/07/25 - 05/05/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Stolen Property, Traffic Offenses","BRAZIL, COLOMBIA, DOMINICAN REPUBLIC, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, IRELAND, KENYA, MEXICO, NICARAGUA, UNITED KINGDOM, UNITED STATES",✅,0
"Shreveport, LA",81,02/20/25 - 05/15/26,"Assault, Burglary, Commercialized Sexual Offenses, Dangerous Drugs, Family Offenses, Flight / Escape, Forgery, General Crimes, Immigration, Larceny, Obstructing Judiciary, Congress, Legislature, Etc., Obstructing the Police, Public Peace, Robbery, Sexual Assault, Traffic Offenses","BELIZE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, DOMINICAN REPUBLIC, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, JORDAN, LAOS, MEXICO, NEPAL, NICARAGUA, NIGERIA, UNITED STATES, VENEZUELA",✅,0
"Denham Springs, LA",81,01/28/25 - 05/20/26,"Assault, Dangerous Drugs, General Crimes, Immigration, Liquor, Public Peace, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","GUATEMALA, HONDURAS, MEXICO, NICARAGUA, PAKISTAN, UNITED STATES, YEMEN",,0
"Orange, NJ",80,01/29/25 - 04/09/26,"Arson, Assault, Extortion, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Public Peace, Traffic Offenses","COSTA RICA, ECUADOR, EL SALVADOR, GUATEMALA, HAITI, HONDURAS, INDIA, JAMAICA, MEXICO, NICARAGUA, PERU, UNITED STATES",✅,0
"Troy, NY",79,01/22/25 - 05/11/26,"Assault, Burglary, Commercialized Sexual Offenses, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Obstructing the Police, Sexual Assault, Stolen Vehicle, Traffic Offenses, Weapon Offenses","AFGHANISTAN, BRAZIL, ECUADOR, EL SALVADOR, GRENADA, GUATEMALA, GUYANA, HONDURAS, JAMAICA, MEXICO, PERU, POLAND, SURINAME, TRINIDAD AND TOBAGO, TURKIYE, UNITED STATES, VENEZUELA",,0
"Katy, TX",78,02/09/25 - 05/14/26,"Assault, Dangerous Drugs, Forgery, General Crimes, Immigration, Larceny, Liquor, Robbery, Traffic Offenses","BANGLADESH, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, NEPAL, NICARAGUA, SRI LANKA, UNITED STATES, VENEZUELA, VIETNAM",✅,0
"Plattsburgh, NY",76,03/17/25 - 05/20/26,"Assault, Dangerous Drugs, Fraudulent Activities, Immigration, Obstructing Judiciary, Congress, Legislature, Etc., Traffic Offenses","AZERBAIJAN, BANGLADESH, BRAZIL, CAMEROON, CANADA, CHILE, CHINA, PEOPLES REPUBLIC OF, COLOMBIA, CONGO, ECUADOR, GUATEMALA, HAITI, HONDURAS, INDIA, LIBERIA, MEXICO, PANAMA, PERU, SENEGAL, SPAIN, UNITED STATES, VENEZUELA",,0
"Topeka, KS",75,02/14/25 - 05/08/26,"Assault, Burglary, Damage Property, Dangerous Drugs, Flight / Escape, Fraudulent Activities, General Crimes, Homicide, Immigration, Kidnapping, Liquor, Obstructing Judiciary, Congress, Legislature, Etc., Robbery, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Smuggling, Traffic Offenses, Weapon Offenses","CHILE, COLOMBIA, CUBA, GUATEMALA, HONDURAS, MEXICO, NICARAGUA, NIGERIA, PERU, UNITED KINGDOM, UNITED STATES, VENEZUELA",✅,0
"Southfield, MI",74,02/11/25 - 05/15/26,"Assault, Forgery, Fraudulent Activities, General Crimes, Immigration, Larceny, Sex Offenses (Not Involving Assault or Commercialized Sex), Traffic Offenses","BAHAMAS, COSTA RICA, CUBA, ECUADOR, EL SALVADOR, GEORGIA, GUATEMALA, HONDURAS, ISRAEL, MEXICO, NIGERIA, SENEGAL, UNITED STATES, UZBEKISTAN, VENEZUELA",,0
"Oakland, CA",74,01/25/25 - 05/02/26,"Assault, Dangerous Drugs, Family Offenses, Fraudulent Activities, General Crimes, Homicide, Immigration, Larceny, Obscenity, Sex Offenses (Not Involving Assault or Commercialized Sex), Sexual Assault, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, MEXICO, NIGERIA, PERU, ROMANIA, SUDAN, UNITED STATES, VENEZUELA",,0
"La Puente, CA",73,01/29/25 - 04/12/26,"Arson, Assault, Commercialized Sexual Offenses, Dangerous Drugs, Extortion, Fraudulent Activities, General Crimes, Homicide, Immigration, Public Peace, Traffic Offenses, Weapon Offenses","CHINA, PEOPLES REPUBLIC OF, COLOMBIA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, LEBANON, MEXICO, NICARAGUA, TAIWAN, UNITED STATES",,0
"Richmond, TX",73,01/26/25 - 04/29/26,"Assault, Burglary, Dangerous Drugs, Fraudulent Activities, Immigration, Invasion of Privacy, Larceny, Obstructing the Police, Sexual Assault, Traffic Offenses, Weapon Offenses","COLOMBIA, CUBA, ECUADOR, EL SALVADOR, GUATEMALA, HONDURAS, INDIA, KENYA, MEXICO, NICARAGUA, NIGERIA, PAKISTAN, SENEGAL, TURKIYE, UNITED KINGDOM, UNITED STATES, VENEZUELA",,0
